97001,44.990287,-120.604029
97002,45.240483,-122.793841
97004,45.254962,-122.449377
97005,45.490959,-122.803586
97006,45.517009,-122.859817
97007,45.454271,-122.879619
97008,45.460190,-122.804198
97009,45.422994,-122.332770
97011,45.387126,-122.026423
97013,45.220824,-122.668280
97014,45.568503,-122.044710
97015,45.413524,-122.536758
97016,46.060308,-123.266951
97017,45.176519,-122.389690
97018,45.899259,-122.812218
97019,45.515631,-122.242730
97020,45.222954,-122.833621
97021,45.385919,-121.142379
97022,45.346725,-122.319961
97023,45.278476,-122.323188
97024,45.546622,-122.442346
97026,45.106152,-122.959936
97027,45.385650,-122.592827
97028,45.288449,-121.807282
97029,45.287094,-120.802277
97030,45.509203,-122.433468
97031,45.626691,-121.550386
97032,45.176630,-122.783877
97033,45.280255,-120.595882
97034,45.409354,-122.683468
97035,45.413498,-122.725171
97037,45.067048,-121.027621
97038,45.095438,-122.558954
97039,45.451556,-120.664859
97040,45.617111,-121.388115
97041,45.436254,-121.624789
97042,45.207722,-122.537224
97045,45.320277,-122.536467
97048,46.044795,-122.982023
97049,45.345254,-121.862740
97050,45.673580,-120.781632
97051,45.875701,-122.949006
97053,45.827979,-122.883286
97054,45.942235,-122.949588
97055,45.388717,-122.155068
97056,45.772037,-122.969410
97057,45.002733,-120.749973
97058,45.536452,-121.155254
97060,45.531327,-122.369090
97062,45.369302,-122.762307
97063,45.224901,-121.301127
97064,45.859087,-123.235518
97065,45.607642,-120.644619
97067,45.297725,-122.058958
97068,45.352514,-122.668534
97070,45.306108,-122.773066
97071,45.134191,-122.826487
97080,45.478314,-122.390727
97086,45.445048,-122.528173
97089,45.426416,-122.442992
97101,45.090196,-123.228702
97102,45.795655,-123.959820
97103,46.133918,-123.710609
97106,45.665677,-123.118977
97107,45.552522,-123.879381
97108,45.268884,-123.708784
97109,45.737827,-123.181210
97110,45.901039,-123.955401
97111,45.284549,-123.195186
97112,45.271232,-123.868472
97113,45.497238,-123.044336
97114,45.187855,-123.076570
97115,45.275227,-123.039460
97116,45.580822,-123.165693
97117,45.631444,-123.287900
97118,45.560774,-123.911344
97119,45.468863,-123.200213
97121,46.171919,-123.951838
97122,45.161422,-123.825780
97123,45.440165,-122.980083
97124,45.569079,-122.946701
97125,45.671165,-123.196980
97127,45.246126,-123.111352
97128,45.211917,-123.282091
97130,45.671507,-123.933418
97131,45.736903,-123.817024
97132,45.324219,-122.987330
97133,45.702104,-123.029779
97134,45.457577,-123.977041
97135,45.221862,-123.962705
97136,45.630592,-123.920769
97137,45.219509,-122.948493
97138,45.853556,-123.569342
97140,45.353080,-122.865845
97141,45.510729,-123.743368
97144,45.741563,-123.300243
97145,45.851149,-123.950728
97146,46.129698,-123.945911
97147,45.688003,-123.878633
97148,45.358403,-123.248478
97149,45.112951,-123.939044
97201,45.507856,-122.690794
97202,45.482541,-122.643935
97203,45.603549,-122.737905
97204,45.518371,-122.673946
97205,45.520562,-122.710231
97206,45.482433,-122.598605
97208,45.528666,-122.678981
97209,45.531124,-122.683951
97210,45.544163,-122.726626
97211,45.581132,-122.637305
97212,45.544236,-122.643468
97213,45.538194,-122.600014
97214,45.514672,-122.643014
97215,45.515121,-122.600627
97216,45.513887,-122.558403
97217,45.601815,-122.700798
97218,45.576236,-122.600873
97219,45.454231,-122.698526
97220,45.550024,-122.559297
97221,45.498278,-122.728839
97222,45.440949,-122.618111
97223,45.440290,-122.776604
97224,45.405501,-122.795056
97225,45.502847,-122.770212
97227,45.543386,-122.678100
97229,45.551031,-122.809275
97230,45.557757,-122.505268
97231,45.687629,-122.824209
97232,45.528929,-122.643927
97233,45.515307,-122.502168
97236,45.483213,-122.510515
97239,45.489938,-122.690453
97266,45.482967,-122.557619
97267,45.408427,-122.612867
97301,44.948780,-123.003655
97302,44.903103,-123.064528
97303,45.030354,-123.023689
97304,45.006596,-123.111691
97305,45.014338,-122.928719
97306,44.842904,-123.094751
97317,44.902603,-122.907374
97321,44.653450,-123.139526
97322,44.627553,-123.017613
97324,44.364996,-123.623152
97325,44.833821,-122.852230
97326,44.619481,-123.602815
97327,44.375035,-122.947586
97329,44.411265,-122.384620
97330,44.647997,-123.259576
97331,44.564604,-123.280419
97333,44.468069,-123.293831
97338,44.926618,-123.347413
97341,44.809324,-124.051239
97342,44.739272,-121.878966
97343,44.575254,-123.751490
97344,44.869102,-123.464616
97345,44.411545,-122.578909
97346,44.788363,-122.335327
97347,45.077114,-123.656393
97348,44.383294,-123.122261
97350,44.631459,-121.863760
97351,44.815295,-123.129486
97352,44.749395,-123.027593
97355,44.532241,-122.821044
97357,44.752668,-123.825597
97358,44.804124,-122.413624
97360,44.766270,-122.499397
97361,44.766836,-123.344975
97362,45.063492,-122.771310
97364,44.998860,-123.986853
97365,44.666397,-124.010783
97366,44.575679,-124.058352
97367,44.914756,-123.974231
97368,45.024376,-123.903116
97369,44.761507,-124.051772
97370,44.563748,-123.445455
97371,44.990697,-123.190756
97373,45.057040,-122.771754
97374,44.675912,-122.778135
97375,44.977323,-122.596342
97376,44.498235,-123.975013
97377,44.463294,-123.105998
97378,45.070687,-123.421129
97380,44.786018,-123.929969
97381,44.939469,-122.720723
97383,44.794464,-122.721862
97384,44.790993,-122.618879
97385,44.865853,-122.723550
97386,44.359177,-122.727043
97388,44.903514,-124.017859
97389,44.533484,-123.089786
97390,44.309413,-123.828824
97391,44.624538,-123.898368
97392,44.795611,-122.930376
97394,44.443864,-123.907156
97396,45.104595,-123.549273
97401,44.067988,-123.080181
97402,44.047736,-123.230905
97403,44.035821,-123.052976
97404,44.105457,-123.133235
97405,43.939557,-123.192759
97406,42.615862,-124.021255
97408,44.142995,-123.058241
97410,42.798940,-123.147871
97411,43.075636,-124.359381
97412,44.204915,-123.548069
97413,44.124779,-122.072275
97414,42.961295,-124.203481
97415,42.084386,-124.174762
97416,43.034121,-123.686734
97417,42.947656,-123.230688
97419,44.180778,-123.413186
97420,43.350966,-124.136922
97423,43.193667,-124.173269
97424,43.740810,-123.018593
97426,43.898930,-123.029954
97429,42.968299,-123.063500
97430,44.174840,-123.705193
97431,43.869538,-122.841490
97434,43.621289,-122.703220
97435,43.690204,-123.328474
97436,43.640015,-123.584772
97437,44.093110,-123.408747
97438,43.944242,-122.682456
97439,44.090182,-124.048338
97441,43.751829,-124.166146
97442,42.780374,-123.425369
97443,43.250484,-123.004257
97444,42.506103,-124.337299
97446,44.260727,-123.054648
97447,43.155248,-122.210461
97448,44.208328,-123.279908
97449,43.563367,-124.040505
97450,42.905939,-124.397057
97451,43.815227,-123.268019
97452,43.874112,-122.750081
97453,43.980238,-123.850173
97454,44.221508,-122.821646
97455,43.968553,-122.919656
97456,44.339248,-123.366418
97457,43.064514,-123.229472
97458,43.048844,-124.008543
97459,43.484217,-124.182735
97461,44.108529,-123.479762
97462,43.489968,-123.379201
97463,43.740681,-122.387167
97465,42.763521,-124.344681
97466,42.848945,-124.085233
97467,43.815887,-123.823914
97469,42.910677,-123.445884
97470,43.250675,-123.242413
97471,43.218335,-123.487741
97473,43.675910,-123.852596
97476,42.842229,-124.402796
97477,44.058465,-123.011597
97478,44.089156,-122.842269
97479,43.390350,-123.208305
97480,44.122276,-123.825169
97481,43.115279,-123.565980
97484,42.940021,-122.850300
97486,43.383323,-123.531642
97487,43.988768,-123.387210
97488,44.128632,-122.417466
97489,44.164724,-122.620682
97490,44.004140,-123.612013
97492,43.718382,-122.484809
97493,43.889588,-124.024907
97494,43.330404,-123.328081
97495,43.281038,-123.315196
97496,43.066483,-123.472707
97497,42.665706,-123.425495
97498,44.284611,-124.022676
97499,43.595025,-123.248065
97501,42.265992,-122.900842
97502,42.414574,-122.954536
97503,42.604691,-122.923719
97504,42.327947,-122.800496
97520,42.182373,-122.577113
97522,42.574815,-122.530566
97523,42.123094,-123.566871
97524,42.467463,-122.647726
97525,42.450689,-123.060929
97526,42.535682,-123.338285
97527,42.371140,-123.413622
97530,42.152148,-123.057499
97531,42.199844,-123.645659
97532,42.573758,-123.521009
97534,42.118976,-123.786285
97535,42.267738,-122.811447
97536,42.781908,-122.494698
97537,42.546408,-123.137820
97538,42.270542,-123.567420
97539,42.576424,-122.786219
97540,42.192697,-122.817256
97541,42.774879,-122.755413
97543,42.375062,-123.562128
97544,42.161377,-123.302418
97601,42.443499,-122.075580
97603,42.152018,-121.683526
97604,42.953862,-122.213146
97620,42.204181,-119.787880
97621,42.469228,-121.293655
97622,42.419191,-121.026234
97623,42.202156,-121.271139
97624,43.003246,-121.635689
97625,42.314770,-121.580890
97626,42.667350,-122.027910
97627,42.140336,-122.049929
97630,42.331353,-120.367452
97632,42.036487,-121.433906
97633,42.034140,-121.562829
97634,42.128304,-121.814925
97635,41.929992,-120.294195
97636,42.616637,-120.514464
97637,42.703377,-119.890062
97638,43.135955,-120.987247
97639,42.447776,-121.429035
97640,42.847889,-120.663340
97641,43.260266,-120.513837
97701,44.112338,-121.206340
97702,44.000626,-121.233812
97707,43.826223,-121.492124
97710,42.174574,-118.470845
97711,44.705249,-120.664310
97712,43.789447,-120.456155
97720,43.585167,-118.887819
97721,42.526339,-118.446078
97722,42.948090,-118.716044
97730,44.502297,-121.647176
97731,43.145997,-121.797480
97732,43.397290,-118.443106
97733,43.371249,-121.999522
97734,44.542438,-121.336146
97735,43.410690,-120.926174
97736,42.741882,-119.006803
97737,43.496880,-121.743673
97738,43.484045,-119.156464
97739,43.694658,-121.460906
97741,44.657725,-121.054464
97750,44.658141,-120.196695
97751,44.145500,-119.869134
97752,44.142920,-120.254389
97753,44.240512,-121.018129
97754,44.159640,-120.585505
97756,44.283326,-121.216724
97758,43.338744,-119.872224
97759,44.500616,-121.898499
97760,44.376205,-121.243587
97761,44.838526,-121.261509
97801,45.670806,-118.823573
97810,45.713979,-118.457961
97812,45.575159,-120.249897
97813,45.850406,-118.528084
97814,44.827571,-117.757799
97817,44.728770,-118.605928
97818,45.785367,-119.890171
97819,44.485347,-117.760392
97820,44.072549,-119.472928
97823,45.239934,-120.216766
97824,45.354301,-117.756470
97825,44.385126,-119.496273
97826,45.664296,-119.232316
97827,45.575424,-117.838050
97828,45.716563,-117.221992
97830,44.966553,-120.183153
97833,44.928889,-118.014879
97834,44.972275,-117.161191
97835,45.910007,-118.786544
97836,45.321152,-119.474620
97837,44.556661,-118.067106
97838,45.853004,-119.287265
97839,45.591171,-119.593040
97840,44.884599,-116.918444
97841,45.465116,-117.944925
97842,45.399271,-116.736989
97843,45.502322,-119.902866
97844,45.884150,-119.548836
97845,44.401824,-118.903060
97846,45.462699,-117.039586
97848,44.722177,-119.580554
97850,45.303538,-118.113278
97856,44.815212,-119.125255
97857,45.384667,-117.480138
97859,45.526719,-118.421455
97862,45.922063,-118.316063
97864,44.805466,-119.435932
97865,44.461466,-119.180040
97867,45.077654,-117.993762
97868,45.409294,-118.853582
97869,44.397563,-118.633979
97870,44.787989,-117.186563
97873,44.132013,-119.002884
97874,44.777573,-119.867594
97875,45.818549,-119.132853
97876,45.516439,-118.035678
97877,44.711742,-118.410517
97880,45.088669,-118.882506
97882,45.897431,-119.366071
97883,45.192423,-117.634155
97884,44.455344,-118.222230
97885,45.655669,-117.511704
97886,45.802308,-118.272410
97901,43.621445,-117.107275
97903,44.246805,-117.646977
97904,43.886179,-118.522929
97905,44.573820,-117.459512
97906,43.537039,-117.774678
97907,44.419501,-117.345514
97908,44.312378,-117.927886
97909,44.246692,-117.418958
97910,42.749076,-117.511459
97911,43.736482,-118.041388
97913,43.613589,-117.323286
97914,44.113619,-117.084162
97918,44.037114,-117.351072
97920,44.072181,-117.854282
